organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:11:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,HETH,Hermit Thrush,Aves,1,33.46,Song,1,Hard to distinguish but occasionally in background throughout,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:11:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,DEJU,Dark-eyed Junco,Aves,1,14.48,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:11:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,UNTR,Unidentified Trill,Aves,1,3.99,Song,1,DEJU? Can't distinguish,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:11:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,PAWA,Palm Warbler,Aves,1,61.53,Song,1,"Again at 80s, 115s",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,MOBA,Moderate Background Noise,Abiotic,1,39.69,Non-vocal,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,HETH,Hermit Thrush,Aves,1,6.83,Song,1,,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,ALFL,Alder Flycatcher,Aves,1,30.53,Call,1,"Call. Again at 73s, song at 140s",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,3,127.68,Call,1,"3rd individual - 2 other calls back to back, closer at 129s",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,2,9.20,Call,1,2nd individual - more faint,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,1,2.98,Call,1,Also wing boom (song) at 21s ,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 22:38:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,AMBI,American Bittern,Aves,1,169.03,Song,1,Very faint. Can't distinguish on spectrogram,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,2,0.96,Call,1,Also wing boom for distant individual later in recording,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,MOWI,Moderate wind,Abiotic,1,48.30,Non-vocal,1,Overall moderate. Some gusts to heavy,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,UNTR,Unidentified Trill,Aves,1,26.83,Song,1,"Again more clearly at 63s. Very short trill, not sure. ",false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,1,0.15,Call,1,Wing boom (song) at 33s,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,CONI,Common Nighthawk,Aves,3,7.09,Call,1,,true,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-22 23:05:00,-109.846040,59.442630,180s 1SPT,Transcribed,Thea Carpenter,HETH,Hermit Thrush,Aves,1,64.75,Song,1,Faint in background,false,689
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,1,4.20,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,3,2.14,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,1.58,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,0.14,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,97.51,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,2.05,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CONI,Common Nighthawk,Aves,1,38.89,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,2,56.73,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,33.25,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,2,23.76,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LIWI,Light wind,Abiotic,1,0.38,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,OSFL,Olive-sided Flycatcher,Aves,1,0.03,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:02:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,3.94,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,UNDU,Unidentified Duck,Aves,1,176.25,Call,1,COME? confidence:Unknown far,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,2,9.88,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,1,0.46,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,57.81,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,24.35,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,17.69,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LIWI,Light wind,Abiotic,1,77.88,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,OSFL,Olive-sided Flycatcher,Aves,1,3.78,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,10.11,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,2,11.89,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,1.85,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,2,33.70,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,UNTR,Unidentified Trill,Aves,1,5.89,Song,1,confidence:Unknown far,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 03:52:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,7.20,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LIWI,Light wind,Abiotic,1,66.81,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,3,31.30,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,102.43,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,1,106.28,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,DEJU,Dark-eyed Junco,Aves,2,93.06,Song,1, confidence:To Be Checked,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,DEJU,Dark-eyed Junco,Aves,1,75.80,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,119.61,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,115.80,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,3.09,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,1.50,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,4.85,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,SWSP,Swamp Sparrow,Aves,2,39.99,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,SWSP,Swamp Sparrow,Aves,1,0.35,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CAJA,Canada Jay,Aves,1,86.93,Call,1,Originally species left blank,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 04:42:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WIWA,Wilson's Warbler,Aves,1,6.34,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,2,9.84,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,OSFL,Olive-sided Flycatcher,Aves,1,56.90,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,0.05,Call,1,"Sounds like CHSP, but I think it's a distant RESQ confidence:To Be Checked

Originally called RESQ",false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,12.53,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,2,24.98,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,1,155.04,Call,2,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,4.21,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,8.78,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,4.81,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,15.56,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,3,133.53,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,9.44,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,2,51.98,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,OCWA,Orange-crowned Warbler,Aves,1,11.44,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,1,1.98,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,34.91,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 05:32:00,-109.846040,59.442630,180s 1SPT,Transcribed,Chris Chutter,RESQ,Red Squirrel,Mammalia,2,51.51,Call,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,95.58,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,103.51,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,61.18,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,2,229.25,Call,2,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,3,248.35,Call,4,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,1.85,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,2.25,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,ALFL,Alder Flycatcher,Aves,3,7.00,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,1,151.71,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,LIWI,Light wind,Abiotic,1,56.14,Non-vocal,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,40.80,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,30.99,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-33,2021-06-24 06:22:00,-109.846040,59.442630,300s 1SPT,Transcribed,Chris Chutter,PAWA,Palm Warbler,Aves,2,6.90,Song,1,,false,920
