organization,project_name,location,recording_date,method,status,observer_id,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,tag_duration_s,min_tag_freq,max_tag_freq,vocalization,abundance,tag_clip_status,clip_channel_used,verified_by,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,url
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,CHSP,Chipping Sparrow,Aves,1,4.05,2.43,4.06kHz,6.58kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-59.94,-63.09,2,-0.000128,-0.004473,0.004354,-46.99,-63.41,-69.12,2,0,-0.003313,0.003456,-49.23,-58.25,-61.79,2,-0.000537,-0.005085,0.005181,-45.71,-64.07,-69.51,2,0,-0.002971,0.002983,-50.51,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,ALFL,Alder Flycatcher,Aves,1,4.74,0.50,1.91kHz,4.62kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-61.09,-62.12,2,-0.000118,-0.004329,0.004733,-46.5,-67.93,-70.12,2,0,-0.002247,0.002526,-51.95,-58.82,-60.06,2,-0.000504,-0.004835,0.003705,-46.31,-63.24,-67.46,2,0,-0.002453,0.002391,-52.21,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,WIWA,Wilson's Warbler,Aves,1,67.10,1.54,3.04kHz,6.02kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-59.67,-63.5,2,-0.00014,-0.003576,0.003777,-48.46,-61.77,-69.33,2,0,-0.002597,0.002658,-51.51,-59.93,-62.05,2,-0.00054,-0.004267,0.002241,-47.4,-64.89,-69.25,2,0,-0.001938,0.002149,-53.35,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,87.60,6.28,5.79kHz,8.82kHz,Call,1,"",1,,-53.55,-61.65,2,-0.000143,-0.030428,0.024167,-30.33,-56.78,-69.21,2,0,-0.012571,0.012754,-37.89,-53.13,-61.1,2,-0.000556,-0.012004,0.012012,-38.41,-59.32,-69.96,2,0,-0.005444,0.005646,-44.97,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,89.13,1.81,2.80kHz,3.88kHz,Song,1,VERIFIED-1Star,1,Chris Chutter,-53.83,-60.99,2,-0.000146,-0.010996,0.014818,-36.58,-65.35,-74.34,2,0,-0.003533,0.00356,-48.97,-53,-59.91,2,-0.000549,-0.013199,0.011969,-37.59,-65.41,-72.8,2,0,-0.002956,0.002996,-50.47,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 04:42:00,180s 1SPT,Transcribed,1205,Stéphane Menu,WTSP,White-throated Sparrow,Aves,2,99.63,3.90,3.22kHz,4.62kHz,Song,1,VERIFIED-2Star,1,Chris Chutter,-48.99,-59.74,2,-0.000151,-0.034085,0.018034,-29.35,-57.56,-69.57,2,0,-0.003944,0.003927,-48.08,-45.58,-59.35,2,-0.000535,-0.033589,0.025734,-29.48,-58.07,-68.24,2,0,-0.006827,0.006654,-43.31,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176314
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,LIBA,Light Background Noise,Abiotic,1,0.00,5.00,0.05kHz,1.91kHz,Non-vocal,1,"",1,,-56.99,-65.17,2,-0.000159,-0.00702,0.008652,-41.26,-59.49,-69,2,0.000113,-0.00253,0.003068,-50.26,-58.23,-62.87,2,-0.000546,-0.006957,0.005399,-43.15,-62.13,-66.48,2,0.000387,-0.001183,0.002299,-52.77,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,0.01,1.60,3.08kHz,4.20kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-57.21,-64.18,2,-0.000202,-0.006993,0.00838,-41.54,-68.31,-77.3,2,0,-0.00171,0.001724,-55.27,-58.57,-62.22,2,-0.000532,-0.006982,0.005486,-43.12,-66.54,-77.87,2,0,-0.001935,0.001975,-54.09,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,YBFL,Yellow-bellied Flycatcher,Aves,1,3.44,0.68,1.87kHz,5.74kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-61.59,-64.28,2,-0.000137,-0.003226,0.002465,-49.83,-69.4,-71.21,2,0,-0.00126,0.001509,-56.42,-60.54,-62.35,2,-0.00052,-0.003441,0.00248,-49.27,-67.28,-71.48,2,0,-0.001708,0.001706,-55.35,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,5.28,2.39,3.36kHz,4.86kHz,Song,1,VERIFIED-1Star,2,Chris Chutter,-61.54,-65.23,2,-0.000136,-0.003128,0.002725,-50.09,-71.82,-75.96,2,0,-0.001231,0.001287,-57.81,-60.49,-62.63,2,-0.000548,-0.003272,0.002158,-49.7,-71.78,-76.24,2,0,-0.001344,0.001357,-57.35,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,6.36,0.36,2.43kHz,3.46kHz,Call,1,VERIFIED-2Star,2,Chris Chutter,-63.49,-64.52,2,-0.000112,-0.002763,0.002541,-51.17,-76.09,-79.34,2,0,-0.000597,0.000585,-64.47,-61.5,-62.06,2,-0.000473,-0.002936,0.001662,-50.64,-70.47,-79.29,2,0,-0.001071,0.001065,-59.4,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,7.14,2.81,3.60kHz,7.14kHz,Song,1,"",1,,-57.86,-65.28,2,-0.000137,-0.006196,0.005573,-44.16,-59.14,-71.06,2,0,-0.005248,0.005485,-45.22,-57.28,-63.73,2,-0.00055,-0.012657,0.010793,-37.95,-60.73,-71.74,2,0,-0.007153,0.006965,-42.91,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,1,8.38,1.40,1.73kHz,4.16kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-62.46,-65.3,2,-0.000135,-0.005831,0.003272,-44.69,-71.49,-74.35,2,0,-0.001111,0.001093,-59.08,-57.42,-62.85,2,-0.000534,-0.012588,0.010741,-38,-69.02,-74.5,2,0,-0.000934,0.000941,-60.53,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,CHSP,Chipping Sparrow,Aves,2,9.49,1.93,2.43kHz,5.70kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-53.32,-63.78,2,-0.000135,-0.008796,0.00918,-40.74,-54.09,-69.52,2,0,-0.007938,0.007883,-42.01,-53.88,-61.79,2,-0.000542,-0.009759,0.010068,-39.94,-54.94,-69.33,2,0,-0.009359,0.009095,-40.58,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,PAWA,Palm Warbler,Aves,1,11.38,1.41,2.57kHz,4.67kHz,Song,1,"",2,,-64.32,-66.22,2,-0.000129,-0.002405,0.002401,-52.38,-71.26,-75.84,2,0,-0.001044,0.001075,-59.37,-61.61,-62.99,2,-0.000538,-0.00262,0.001673,-51.63,-70.2,-75.39,2,0,-0.001311,0.00124,-57.64,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,UNTR,Unidentified Trill,Aves,1,14.49,1.09,4.48kHz,7.56kHz,Song,1,"",1,,-65.44,-66.56,2,-0.000132,-0.002118,0.001865,-53.48,-70.75,-72.98,2,0,-0.001159,0.001104,-58.72,-61.59,-63.25,2,-0.000534,-0.002706,0.001519,-51.35,-72,-73.97,2,0,-0.00099,0.000982,-60.09,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,LIWI,Light wind,Abiotic,1,17.95,7.39,0.33kHz,1.63kHz,Non-vocal,1,"",2,,-54.36,-66.29,2,-0.000132,-0.008921,0.009553,-40.4,-68.95,-73.25,2,0.000003,-0.001134,0.001248,-58.08,-54.58,-63.35,2,-0.000549,-0.008594,0.006767,-41.32,-70.13,-74.74,2,0.000014,-0.000914,0.000952,-60.43,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,OSFL,Olive-sided Flycatcher,Aves,1,24.48,0.86,1.91kHz,4.16kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-64.56,-65.84,2,-0.00013,-0.002538,0.002009,-51.91,-72.89,-75.72,2,0,-0.000772,0.000816,-61.77,-62.03,-63.05,2,-0.000535,-0.002612,0.001687,-51.66,-71.49,-75.38,2,0,-0.001171,0.001136,-58.63,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,PAWA,Palm Warbler,Aves,2,24.98,1.76,2.47kHz,7.80kHz,Song,1,"",2,,-63.41,-65.44,2,-0.000133,-0.002926,0.002925,-50.68,-66.51,-71.11,2,0,-0.002031,0.001918,-53.85,-60.9,-62.82,2,-0.000538,-0.003781,0.002045,-48.45,-65.07,-71.12,2,0,-0.002155,0.002247,-52.97,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,27.41,0.61,2.19kHz,5.09kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-64.85,-65.74,2,-0.00013,-0.002157,0.002258,-52.93,-71.53,-73.62,2,0,-0.001051,0.001063,-59.47,-60.61,-62.68,2,-0.000506,-0.003055,0.002504,-50.3,-64.4,-72.18,2,0,-0.002432,0.002262,-52.28,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,RESQ,Red Squirrel,Mammalia,2,33.28,2.40,0.42kHz,7.80kHz,Call,1,VERIFIED-3Star,1,Chris Chutter,-56.71,-65.78,2,-0.000138,-0.007343,0.007107,-42.68,-57.44,-68.02,2,0,-0.006615,0.006901,-43.22,-57.32,-62.88,2,-0.000547,-0.005673,0.005372,-44.92,-58.83,-68.96,2,0,-0.005346,0.004991,-45.44,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,LISP,Lincoln's Sparrow,Aves,1,44.26,2.34,0.93kHz,5.46kHz,Song,1,VERIFIED-1Star,1,Steve Van Wilgenburg,-51.02,-65.41,2,-0.000134,-0.029365,0.049445,-26.12,-53.41,-70.33,2,0,-0.026483,0.025187,-31.54,-58.47,-62.99,2,-0.00054,-0.004483,0.006983,-43.12,-60.52,-70.84,2,0,-0.003235,0.003183,-49.8,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 05:32:00,180s 1SPT,Transcribed,920,Chris Chutter,LIRA,Light rain,Abiotic,1,76.44,7.96,0.28kHz,10.93kHz,Non-vocal,1,"",1,,-42.97,-63.63,2,-0.000141,-0.065572,0.112371,-18.99,-43.6,-64.65,2,0.000008,-0.099271,0.059928,-20.06,-52.67,-61.63,2,-0.000549,-0.015332,0.016732,-35.53,-53.36,-64.96,2,0.000033,-0.015445,0.014311,-36.22,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176315
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,ALFL,Alder Flycatcher,Aves,1,0.01,0.75,2.29kHz,5.74kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-59.08,-61.79,2,-0.000232,-0.003645,0.004102,-47.74,-66.95,-70.4,2,0,-0.002069,0.001832,-53.68,-58.59,-61.59,2,-0.000512,-0.004832,0.004545,-46.32,-62.36,-70.38,2,0,-0.003459,0.003351,-49.22,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,LIWI,Light wind,Abiotic,1,0.08,2.54,0.28kHz,1.87kHz,Non-vocal,1,"",2,,-59.06,-63.73,2,-0.000203,-0.005664,0.003863,-44.94,-66.3,-69.48,2,0.000012,-0.001602,0.001794,-54.92,-58.54,-62.1,2,-0.000542,-0.005243,0.004653,-45.61,-66.86,-70.79,2,0.000032,-0.001481,0.001531,-56.3,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,LIRA,Light rain,Abiotic,1,3.23,5.66,0.47kHz,11.25kHz,Non-vocal,1,"",2,,-55.37,-62.31,2,-0.000145,-0.011735,0.014043,-37.05,-56.26,-64.14,2,0,-0.012789,0.01064,-37.86,-54.33,-61.96,2,-0.000553,-0.015231,0.017843,-34.97,-55.49,-65.46,2,0,-0.015877,0.012376,-35.98,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,MORA,Moderate rain,Abiotic,1,13.46,7.50,0.61kHz,10.97kHz,Non-vocal,1,"",1,,-36.89,-56.62,2,-0.000146,-0.214882,0.220522,-13.13,-37.41,-57.99,2,0,-0.196956,0.209759,-13.57,-47.85,-56.64,2,-0.00055,-0.031958,0.035866,-28.91,-48.51,-58.72,2,0,-0.033709,0.030979,-29.45,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,RESQ,Red Squirrel,Mammalia,1,54.65,3.55,1.68kHz,7.70kHz,Call,1,VERIFIED-1Star,1,Chris Chutter,-58.85,-61.58,2,-0.000156,-0.008167,0.006377,-41.76,-60.66,-64.8,2,0,-0.006393,0.006736,-43.43,-57.18,-59.65,2,-0.000545,-0.008454,0.006934,-41.46,-59.67,-63.71,2,0,-0.007329,0.007018,-42.7,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,ALFL,Alder Flycatcher,Aves,2,70.78,0.63,1.68kHz,5.93kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-53.74,-57.27,2,-0.000135,-0.010808,0.010336,-39.32,-55.84,-60.49,2,0,-0.010419,0.01129,-38.95,-53.2,-55.65,2,-0.000461,-0.01588,0.017129,-35.33,-56.25,-59.25,2,0,-0.009373,0.009994,-40,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,UNPA,Unidentified Passerine,Aves,1,83.38,1.91,2.15kHz,4.86kHz,Song,1,"",1,,-62.45,-64.47,2,-0.000149,-0.004289,0.005171,-45.73,-67.17,-72.39,2,0,-0.003524,0.003324,-49.06,-59.82,-62.13,2,-0.000545,-0.004397,0.004957,-46.09,-66.38,-71.25,2,0,-0.003091,0.002707,-50.2,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,OSFL,Olive-sided Flycatcher,Aves,1,86.75,0.91,2.38kHz,4.39kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-60.6,-63.75,2,-0.000151,-0.00681,0.006575,-43.34,-69.87,-73.46,2,0,-0.001576,0.001626,-55.78,-58.84,-62.4,2,-0.000538,-0.009508,0.009901,-40.09,-69.99,-73.61,2,0,-0.001594,0.001535,-55.95,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,1,106.64,0.94,1.03kHz,4.02kHz,Song,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-63.29,-64.4,2,-0.000153,-0.003091,0.002439,-50.2,-71.39,-73.4,2,0,-0.00112,0.001152,-58.77,-61.57,-62.55,2,-0.000523,-0.004835,0.003289,-46.31,-71.09,-74.17,2,0,-0.00085,0.00112,-59.01,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,UNPA,Unidentified Passerine,Aves,2,109.31,1.51,3.60kHz,6.16kHz,Song,1,"",2,,-60.68,-63.51,2,-0.000148,-0.003743,0.003444,-48.54,-63.71,-70.5,2,0,-0.002887,0.002852,-50.79,-58.85,-62.07,2,-0.000541,-0.00553,0.004235,-45.15,-61.85,-72.07,2,0,-0.00436,0.004433,-47.07,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,WWCR,White-winged Crossbill,Aves,1,110.08,3.46,1.82kHz,5.70kHz,Call,1,VERIFIED-1Star,2,Chris Chutter,-57.59,-63.77,2,-0.000152,-0.006458,0.006118,-43.8,-59.09,-69.93,2,0,-0.005628,0.005875,-44.62,-57.24,-63.06,2,-0.000553,-0.005808,0.00512,-44.72,-59.63,-71.17,2,0,-0.004866,0.005004,-46.01,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,OCWA,Orange-crowned Warbler,Aves,1,165.04,1.84,4.16kHz,6.40kHz,Song,1,VERIFIED-No_Star,2,Janine McManus,-58.11,-63.79,2,-0.00015,-0.009627,0.010321,-39.73,-62.06,-70.86,2,0,-0.006131,0.00608,-44.25,-57.47,-61.63,2,-0.000549,-0.010895,0.008367,-39.26,-62.77,-71.93,2,0,-0.004003,0.004067,-47.81,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,182.13,3.54,2.15kHz,4.16kHz,Song,1,VERIFIED-2Star,1,Chris Chutter,-49.81,-62.1,2,-0.000151,-0.043404,0.043367,-27.25,-56.32,-72.04,2,0,-0.017999,0.020283,-33.86,-53.97,-61.09,2,-0.00056,-0.012905,0.00916,-37.78,-63.88,-72.07,2,0,-0.002811,0.002724,-51.02,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,CHSP,Chipping Sparrow,Aves,1,258.90,2.30,2.85kHz,6.86kHz,Song,1,VERIFIED-No_Star,1,Janine McManus,-60.33,-66.86,2,-0.000148,-0.009528,0.013734,-37.24,-65.6,-71.34,2,0,-0.004219,0.003701,-47.5,-59.75,-63.89,2,-0.00055,-0.003589,0.002955,-48.9,-67.52,-71.2,2,0,-0.00247,0.002427,-52.15,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,PISI,Pine Siskin,Aves,1,279.86,0.50,3.22kHz,7.10kHz,Call,1,VERIFIED-No_Star,2,Steve Van Wilgenburg,-61.15,-63.07,2,-0.000136,-0.004036,0.00377,-47.88,-63.2,-67.02,2,0,-0.002931,0.003594,-48.89,-58.89,-61.27,2,-0.000499,-0.004468,0.003634,-47,-61.63,-66.73,2,0,-0.003239,0.003196,-49.79,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 06:22:00,300s 1SPT,Transcribed,920,Chris Chutter,CAJA,Canada Jay,Aves,1,281.29,1.13,1.03kHz,2.71kHz,Call,1,VERIFIED-No_Star,2,Janine McManus,-62.87,-65.51,2,-0.000141,-0.003261,0.003051,-49.73,-73.46,-77.23,2,0,-0.000695,0.00065,-63.16,-60.14,-63.14,2,-0.000527,-0.004781,0.003567,-46.41,-71.96,-77.11,2,0,-0.000696,0.000735,-62.68,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176306
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 07:12:00,180s 1SPT,Transcribed,920,Chris Chutter,LIRA,Light rain,Abiotic,1,0.44,3.84,0.84kHz,10.83kHz,Non-vocal,1,"",1,,-60.59,-63.28,2,-0.000157,-0.006105,0.004725,-44.29,-61.67,-65.08,2,0,-0.004697,0.006084,-44.32,-58.4,-60.45,2,-0.00054,-0.006963,0.006502,-43.14,-60.45,-63.48,2,0,-0.00622,0.00579,-44.12,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176319
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,12-VWL68-32,2021-06-24 07:12:00,180s 1SPT,Transcribed,920,Chris Chutter,HETH,Hermit Thrush,Aves,1,8.39,1.50,1.45kHz,4.02kHz,Song,1,VERIFIED-No_Star,1,Steve Van Wilgenburg,-53.46,-59.16,2,-0.000118,-0.016707,0.023228,-32.68,-63.1,-69.16,2,0,-0.008106,0.009408,-40.53,-49.51,-55.01,2,-0.000518,-0.023559,0.027998,-31.06,-59.35,-64.87,2,0,-0.006657,0.007305,-42.73,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=176319
